ArticleTitle,Question,Answer,question_keyword,rule_label,manually_label,Correctly_labelled
John_Adams,When did Adams graduate from college?,1755,when,Objective,Objective,1
John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman.",who,Objective,Objective,1
John_Adams,What did Jefferson call John Adams?,"The ""Colossus of Independence"".",what,Objective,Objective,1
John_Adams,What was Adams' political party?,The Federalist Party.,what,Objective,Objective,1
John_Adams,When did John Adams serve as Vice President?,1789-1797,when,Objective,Objective,1
John_Adams,With what party did Adams run for presidency?,The Federalist Party,what,Objective,Objective,1
John_Adams,Where is Adams buried?,United First Parish Church,where,Objective,Objective,1
John_Adams,Who were the midnight judges?,"They were a series of judges, so called because most of them were formally appointed days before Adams' presidential term expired",who,Objective,Objective,1
John_Adams,In what ways was Adams opposed by Anderw Hamilton?,Hamilton wanted to control the army differently than Adams,what,Objective,Descriptive,0
John_Adams,What information did he record in his diary?,Descriptions of events and ompressions of men,what,Objective,Descriptive,0
John_Adams,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,John Adams,who,Objective,Objective,1
John_Adams,Who represented the Continental Congress in Europe?,John Adams,who,Objective,Objective,1
John_Adams,What is now part of Adams National Historical Park?,John Adams' birthplace,what,Objective,Objective,1
John_Adams,Who did MassachuS08_setts send in 1774?,John Adams,who,Objective,Objective,1
John_Adams,What happened in 1764?,Adams married Abigail Smith,what,Objective,Descriptive,0
kangaroo,What is a collective noun for kangaroos?,"mob, troop, or court",what,Objective,Objective,1
kangaroo,Where do joeys complete postnatal development?,marsupium,where,Objective,Objective,1
kangaroo,"What do kangaroos use for ""crawl-walking?""",its hind feet,what,Objective,Objective,1
kangaroo,Why do kangaroos have a wide bite?,The two sides of the lower jaw are not joined together and the lower incisors are farther apart.,why,Descriptive,Descriptive,1
kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,bacteria,what,Objective,Objective,1
kangaroo,What is the average life expectancy of a kangaroo?,4.6 years,what,Objective,Objective,1
kangaroo,When did the first official report of kangaroo blindness take place?,1994,when,Objective,Objective,1
kangaroo,What are vehicles that frequent isolated roads often fitted with?,roo bars,what,Objective,Objective,1
kangaroo,What are some extinct predators of the kangaroo?,"Thylacine, Marsupial Lion, Maagalania, and Wonambi",what,Objective,Objective,1
kangaroo,What method of locomotion do Kangaroos Use?,,what,Objective,Descriptive,0
kangaroo,What is a collective noun for a kangaroo?,,what,Objective,Objective,1
kangaroo,What is a roo?,,what,Objective,Descriptive,0
kangaroo,What is used to protect a vehicale from a Kangaroo?,,what,Objective,Descriptive,0
kangaroo,What method is used by Kangaroos to travel?,,what,Objective,Descriptive,0
kangaroo,Who asked a nearby local what the creatures were called?,Captain James Cook and naturalist Sir Joseph Banks,who,Objective,Objective,1
kangaroo,What are four species that are commonly referred to as kangaroos?,"The Red Kangaroo, The Eastern Grey Kangaroo, The Western Grey Kangaroo, and The Antilopine Kangaroo",what,Objective,Objective,1
kangaroo,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,Veterinarians,who,Objective,Objective,1
kangaroo,What kinds of changes have larger kangaroos adapted much better to?,Changes wrought to the Australian landscape by humans.,what,Objective,Descriptive,0
leopard,What may a leopard be mistaken for?,A cheetah or a jaguar,what,Objective,Objective,1
leopard,What is a hybrid animal resulting from a union between a leopard and a puma?,a pumapard,what,Objective,Objective,1
leopard,Where do leopards often hide their kills?,in dense vegetation,where,Objective,Objective,1
leopard,How did early naturalists distinguish between leopards and panthers?,by the length of their tails,how,Descriptive,Descriptive,1
leopard,What are dark leopards known as colloquially?,Black Panthers,what,Objective,Objective,1
leopard,What shape are a leopard's black roS08_settes in East Africa?,circular,what,Objective,Objective,1
leopard,Where is the leopard distributed?,southern Eurasia and Africa,where,Objective,Objective,1
leopard,How long is a leopard's tail?,60 to 110cm,how,Objective,Objective,1
leopard,How much does a leopard weigh?,Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females.,how,Objective,Objective,1
leopard,What is the difference between leopards and cheetahs?,The leopard has roS08_settes rather than cheetah's simple spots and the leopard is larger and less lanky than the cheetah.,what,Objective,Descriptive,0
leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,"As of 1996, the leopard had the largest distribution of any wild cat, although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa.",how,Objective,Descriptive,0
leopard,What resembles that of the similarly-sized cougar in the Americas?,The leopard's ecological role,what,Objective,Descriptive,0
leopard,"What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?",Felis pardus,what,Objective,Objective,1
leopard,What sort of cats are solitary?,Leopards,what,Objective,Objective,1
leopard,What centred in Sierra?,The leopard men,what,Objective,Objective,1
leopard,Were the Leopard men a West African secret society who practised cannibalism ?,Yes,who,Objective,Objective,1
leopard,Was the leopard tank a German designed tank which entered service in 1965 ?,Yes,which,Objective,Objective,1
Liechtenstein,When was the first factory opened?,1836,when,Objective,Objective,1
Liechtenstein,How many municipalities is Liechtenstein divided into?,11,how,Objective,Objective,1
Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc,what,Objective,Objective,1
Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways,what,Objective,Objective,1
Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,two-thirds,what,Objective,Objective,1
Liechtenstein,When was Liechtenstein's current constitution adopted?,October 1921.,when,Objective,Objective,1
Liechtenstein,What is the official language of Liechtenstein?,German.,what,Objective,Objective,1
Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria.,what,Objective,Objective,1
Liechtenstein,What Roman province was Liechtenstein part of?,Raetia.,what,Objective,Objective,1
Liechtenstein,How many municipalities are within Oberland?,6,how,Objective,Objective,1
Liechtenstein,What is the smallest German-speaking country in the world?,Liechtenstein,what,Objective,Objective,1
Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?",1861,what,Objective,Objective,1
Liechtenstein,What enjoys one of the world's highest standards of living?,Liechtenstein's population,what,Objective,Objective,1
Liechtenstein,What do most recognizable international company and largest employer have in common?,They are Hilti.,what,Objective,Objective,1
Liechtenstein,What completed in November?,the Kunstmuseum Liechtenstein,what,Objective,Objective,1
Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?",The Liechtenstein Dynasty acquired vast swaths of land,what,Objective,Descriptive,0
Millard_Fillmore,Who got Seward elected to the senate?,Weed,who,Objective,Objective,1
Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Japan,where,Objective,Objective,1
Millard_Fillmore,What is The Remarkable Millard Fillmore?,A fake biography based on real events that happened in Fillmore's life.,what,Objective,Descriptive,0
Millard_Fillmore,How long after the death of his first wife did Fillmore marry Caroline McIntosh?,where is the death date of his first wife?,how,Descriptive,Objective,0
Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",where,Objective,Objective,1
Millard_Fillmore,Who did Millard Fillmore fall in love with?,He fell in love with Abigail Powers,who,Objective,Objective,1
Millard_Fillmore,What did Taylor and Fillmore disagree upon?,slavory issues,what,Objective,Descriptive,0
Millard_Fillmore,How did Fillmore ascend to the presidency?,"upon the death of the sitting president, Taylor",how,Descriptive,Descriptive,1
Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,they were ok with him,how,Descriptive,Descriptive,1
Millard_Fillmore,Who was first apprenticed to a fuller to learn the cloth-making trade?,millard fillmore,who,Objective,Objective,1
Millard_Fillmore,He founded the private university of buffalo on what date?,1846,what,Objective,Objective,1
Millard_Fillmore,Who or what fell in love with abigail powers?,millard fillmore,who,Objective,Objective,1
Millard_Fillmore,"What happened in a log cabin in summerhill , new york?",Fillmore was born,what,Objective,Descriptive,0
Nikola_Tesla,"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospi_ , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?",Nikola Tesla,who,Objective,Objective,1
otter,How many species of otter are there?,13,how,Objective,Objective,1
otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",what,Objective,Objective,1
otter,How much do sea otters weigh?,30 kg (about 65 pounds),how,Descriptive,Objective,0
otter,How do sea otters insulate themselves?,a layer of air trapped in their fur(!),how,Descriptive,Descriptive,1
otter,Why are sea otters nearly extinct?,They've been hunted for their fur,why,Descriptive,Descriptive,1
otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,what,Objective,Objective,1
otter,How many species and genera does otter have?,13 species and 7 genera,how,Objective,Objective,1
otter,Where do sea otters live?,Sea otters (Enhydra lutris) live along the Pacific coast of North America.,where,Objective,Objective,1
otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. ",where,Objective,Objective,1
otter,What drives sea otter almost to extinction?,Humans hunted them almost to extinction.,what,Objective,Objective,1
otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. ",why,Descriptive,Descriptive,1
otter,What is the primary item in an otter's diet?,Fish.,what,Objective,Objective,1
otter,What is an otter's den called?,Holt,what,Objective,Objective,1
otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",why,Descriptive,Descriptive,1
otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.,how,Descriptive,Descriptive,1
otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",how,Objective,Objective,1
otter,What animals are related to otters?,"weasels, polecats, and badgers",what,Objective,Objective,1
otter,"What traps a layer of air, and keeps them dry and warm under water?",Long guard hair,what,Objective,Objective,1
penguin,What is the largest living species of penguin?,Emperor Penguin,what,Objective,Objective,1
penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,what,Objective,Descriptive,0
penguin,Why are penguins countershaded?,for camouflage,why,Descriptive,Descriptive,1
penguin,How much time to penguins spend on land?,half of their life,how,Objective,Objective,1
penguin,How many species of penguins are there?,between 17 and 20 living species,how,Objective,Objective,1
penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,how,Objective,Objective,1
penguin,What order do penguins belong to?,Sphenisciformes,what,Objective,Objective,1
penguin,How tall were the tallest prehistoric penguins?,1.80 meters,how,Objective,Objective,1
penguin,What makes penguins so agile in the water?,Their wings have become flippers,what,Objective,Descriptive,0
penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,why,Descriptive,Descriptive,1
penguin,Who spend half of their life on land and half in the oceans?,Penguins,who,Objective,Objective,1
penguin,What is also the distance that Antarctic tourists are told to keep from penguins?,3 meters,what,Objective,Objective,1
penguin,"What have become flippers, useless for flight in the air?",Penguins' wings,what,Objective,Objective,1
penguin,What happens when mothers lose a chick?,"They sometimes attempt to ""steal"" another chick.",when,Objective,Objective,1
penguin,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",Yes,which,Objective,Objective,1
penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes,which,Objective,Objective,1
penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,At least one giant penguin.,what,Objective,Descriptive,0
polar_bear,What is the last word on the page?,Connecticut,what,Objective,Objective,1
polar_bear,What is largest polar bear on record?,2200 lb,what,Objective,Objective,1
polar_bear,What is polar bear's skin color?,white or cream,what,Objective,Objective,1
polar_bear,How long is polar bear's guard hair?,5-15 cm,how,Objective,Objective,1
polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,what,Objective,Descriptive,0
polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",why,Descriptive,Descriptive,1
polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,what,Objective,Descriptive,0
polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),how,Objective,Objective,1
polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb),how,Objective,Objective,1
polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,what,Objective,Descriptive,0
polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,how,Descriptive,Objective,0
polar_bear,What is actually black in color?,A polar bear's skin.,what,Objective,Objective,1
polar_bear,What insulate it against the cold?,Its think blubber and fur.,what,Objective,Objective,1
polar_bear,What includes a lengthy justification of why this species is listed as vulnerable?,Database entry.,what,Objective,Objective,1
polar_bear,What do with greenpeace and the natural resources defense council have in common?,They filed lawsuits in California.,what,Objective,Objective,1
Qatar,When did Qatar become an independent state?,"September 3, 1971.",when,Objective,Objective,1
Qatar,Where is Qatar's telecommunication system centered?,Doha.,where,Objective,Objective,1
Qatar,Where did a suicide-bombing kill a teacher in 2005?,At the Doha Players Theatre.,where,Objective,Objective,1
Qatar,What is the Arabic word for municipalities?,baladiyah.,what,Objective,Objective,1
Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.",what,Objective,Descriptive,0
Qatar,What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?,The British Protectorate (per Colonel Lewis Pelly) asking to negotiate with a representative from Qatar after Bahrain's violation of the 1820 Anglo-Bahraini Treaty.,what,Objective,Descriptive,0
Qatar,Qatar became an independent sovereign state in what year?,"On September 3, 1971.",what,Objective,Objective,1
Qatar,"What consists of a low, barren plain, covered with sand?",Much of the country.,what,Objective,Objective,1
Qatar,How do qatar and the wider region relate?,Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market.,how,Descriptive,Descriptive,1
Qatar,What bordered by Saudi?,Qatar,what,Objective,Objective,1
Qatar,Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?,Qatar.,who,Objective,Objective,1
Qatar,What happened in these positions in english?,These allophones cannot occur there.,what,Objective,Descriptive,0
Romania,How many counties is Romania divided into?,41,how,Objective,Objective,1
Romania,What is the highest mountain in Romania?,Moldoveanu Peak.,what,Objective,Objective,1
Romania,What is the official language of Romania?,Romanian.,what,Objective,Objective,1
Romania,How many territories joined to form Romania?,2,how,Objective,Objective,1
Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia Com_neci,who,Objective,Objective,1
Romania,What is the largest city in Romania?,Bucharest,what,Objective,Objective,1
Romania,What is the largest ethnic minority in Romania?,Hungarians,what,Objective,Objective,1
Romania,How many countries in Europe are bigger than Romania?,eleven,how,Objective,Objective,1
Romania,Why doesn't Romania have a state religion?,Romania is a secular state,why,Descriptive,Descriptive,1
Romania,Why wasn't Romania neutral during World War II?,it received a Soviet ultimatum,why,Descriptive,Descriptive,1
Romania,"Sibiu, a large city in Transylvania, was chosen as European Capital of Culture in what year?",2007,what,Objective,Objective,1
Romania,"What are approximately 42,000 years old and have been nicknamed`` John of Anina''?",the remains (the lower jaw) of the oldest modern human,what,Objective,Objective,1
Romania,What do economy and law have in common?,(not sure how to answer this),what,Objective,Objective,1
Romania,What did Tourism in Romania attract in 2005?,investments worth 400 million euros,what,Objective,Descriptive,0
Romania,Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?,Yes,where,Objective,Objective,1
Singapore,How many people use the bus network daily?,More than 2.78 million people.,how,Objective,Objective,1
Singapore,Where did Orang Laut people live?,"Orang Laut people lived around the coast, rivers and smaller islands.",where,Objective,Objective,1
Singapore,What is the MRT?,One of three heavy rail passenger transport lines in Singapore.,what,Objective,Descriptive,0
Singapore,How is Singapore's climate characterized?,Singapore has a tropical rainforest climate with no distinctive seasons.,how,Objective,Descriptive,0
Singapore,How much increase in the media's contribution to GDP is the government seeking?,The government seeks to increase its GDP contribution to 3% by 2012.,how,Objective,Objective,1
Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,Six days,how,Descriptive,Objective,0
Singapore,"What does ""singa"" mean?",lion,what,Objective,Objective,1
Singapore,When is the first record of S08_settlement in Singapore?,second century AD,when,Objective,Objective,1
Singapore,Which nation invaded Singapore during World War II?,Japan,which,Objective,Objective,1
Singapore,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?",The British were defeated in six days,why,Descriptive,Descriptive,1
Singapore,When did Goh Chok Tong succeed Lee as Prime Minister?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister.",when,Objective,Objective,1
Singapore,What is the primary domestic source of water supply?,The primary domestic source of water supply in Singapore is rainfall.,what,Objective,Objective,1
Singapore,What is the national language of Singapore?,The national language of Singapore is Malay.,what,Objective,Objective,1
Singapore,Where is the National Orchid Garden?,Singapore Botanic Gardens.,where,Objective,Objective,1
Singapore,Why are relations with Malaysia and Indonesia important?,"Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",why,Descriptive,Descriptive,1
Singapore,What is the most densely populated independent country in the world?,Monaco,what,Objective,Objective,1
Singapore,Who did Sir Thomas Stamford Raffles work for?,British East India Company,who,Objective,Objective,1
Singapore,When was Lee Kuan Yew prime minister of Singapore?,1959,when,Objective,Objective,1
Singapore,What is the punishment for first-degree murder?,There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.,what,Objective,Descriptive,0
Singapore,What established a trading post on the island in 1819?,British East India Company,what,Objective,Objective,1
Singapore,What used Singapore as a strategic trading post along the spice route?,British,what,Objective,Objective,1
Singapore,What became one of the most important commercial and military centres of the British Empire?,Singapore,what,Objective,Objective,1
Singapore,"Who boasted a sizeable community of 100,000 by 1869?",British India office,who,Objective,Objective,1
Singapore,How do reservoirs and water relate?,"By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. ",how,Descriptive,Descriptive,1
Theodore_Roosevelt,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,where,Objective,Objective,1
Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,Roosevelt took up exercise,what,Objective,Descriptive,0
Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies,why,Descriptive,Descriptive,1
Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie as a child and Bye as an adult,what,Objective,Objective,1
Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,Noting that his children had been educated with other races and there was nothing wrong with it,what,Objective,Descriptive,0
Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,mixing of the races on social occassions,how,Descriptive,Descriptive,1
Theodore_Roosevelt,Where was Theodore Roosevelt from?,Gramercy section of New York City,where,Objective,Objective,1
Theodore_Roosevelt,Who was Roosevelt's presidential hero?,Lincoln was Roosevelt's presidential hero.,who,Objective,Objective,1
Theodore_Roosevelt,When did Roosevelt die?,"On January 6, 1919, Roosevelt died in his sleep.",when,Objective,Objective,1
Theodore_Roosevelt,Who helped to fund Roosevelt's African safari?,Financed by Andrew Carnegie and his own proposed writings,who,Objective,Objective,1
turtle,What shape are the eggs of the larest species of turtle?,Spherical,what,Objective,Objective,1
turtle,How often do turtles breed?,Every few years or more,how,Descriptive,Objective,0
turtle,What do all turtles and tortoises breathe?,air,what,Objective,Objective,1
turtle,How do turtles reproduce?,They lay eggs,how,Descriptive,Descriptive,1
turtle,What has been discovered about turtles organs?,They do not gradually break down or become less efficient over time,what,Objective,Descriptive,0
turtle,What suborder of turtle draws its head into its shell?,Pleurodira,what,Objective,Objective,1
turtle,How many suborders are turtles divided into?,Three.,how,Objective,Objective,1
turtle,"If a turtle egg was kept warm, what would likely hatch?",A female turtle.,what,Objective,Objective,1
turtle,What do turles use to breathe in the water?,Papillae,what,Objective,Objective,1
turtle,Why are side-necked turtles called side-necked turtles?,Because of the way they withdraw their heads into their shells.,why,Descriptive,Descriptive,1
turtle,What suborder of turtles is extinct?,Paracryptodira,what,Objective,Objective,1
turtle,What do turtle eggs preared to eat consist mainly of?,Yolk,what,Objective,Objective,1
turtle,Where do sea turtles lay their eggs?,Holes Dug into the Mud or Sand,where,Objective,Objective,1
turtle,What is the smallest suborder of turtles?,Pleurodira,what,Objective,Objective,1
turtle,What are turtle eggs covered in when they incubate?,Mud or Sand,when,Objective,Objective,1
turtle,What type of creatures breathe air and don't lay eggs underwater?,Amniotes,what,Objective,Objective,1
turtle,What are deposited in holes dug into mud or sand?,eggs,what,Objective,Objective,1
turtle,What sort of turtles are ectothermic?,all of them,what,Objective,Objective,1
Ulysses_S._Grant,Who was Grant's brother in law?,Fred Dent,who,Objective,Objective,1
Ulysses_S._Grant,Where was Grant born?,"Point Pleasant, Ohio",where,Objective,Objective,1
Ulysses_S._Grant,What was Grant's political affiliation?,Republican,what,Objective,Objective,1
Ulysses_S._Grant,"Why did Grant say ""Damn, I had nothing to do with this batte.""?",It went well.,why,Descriptive,Descriptive,1
Ulysses_S._Grant,Why did Grant think that war was unjust?,He thought it was designed to gain land open to slavery.,why,Descriptive,Descriptive,1
Ulysses_S._Grant,Who achieved international fame as the leading Union general in the American Civil War?,Grant,who,Objective,Objective,1
Ulysses_S._Grant,Grant was elected president as a Republican in what year?,1868,what,Objective,Objective,1
Ulysses_S._Grant,Who took a hard line that reduced violence by groups like the Ku Klux Klan?,Grant,who,Objective,Objective,1
Ulysses_S._Grant,When did he vote for democrat james buchanan?,1856,when,Objective,Objective,1
Ulysses_S._Grant,"Who did President Lincoln promote of major general in the regular army, effective July 4?",Grant,who,Objective,Objective,1
Ulysses_S._Grant,What was from Pennsylvania?,His father,what,Objective,Objective,1
Ulysses_S._Grant,What happened in 1865?,he accepted the surrender of Robert E. Lee,what,Objective,Descriptive,0
Ulysses_S._Grant,What happened in recent years?,his reputation as president has improved,what,Objective,Descriptive,0
Uruguay,Who founded Montevideo?,The Spanish.,who,Objective,Objective,1
Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado.",where,Objective,Objective,1
Uruguay,Who heavily influenced the architecture and culture of Montevideo?,European immigrants.,who,Objective,Objective,1
Uruguay,What are poor neighborhoods called informally?,Cantegriles.,what,Objective,Objective,1
Uruguay,What religion do most Uruguayans profess?,None.,what,Objective,Objective,1
Uruguay,How many square kilometres of continental land is Uruguay?,176.215 km__,how,Objective,Objective,1
Uruguay,How much of the population is of white European descent?,88%,how,Objective,Objective,1
Uruguay,Why was the capital of Uruguay founded?,For a military stronghold.,why,Descriptive,Descriptive,1
Uruguay,How many times has Uruguay won the World Cup?,Twice.,how,Descriptive,Objective,0
Uruguay,How much is the average income of an African woman compared to a European man?,African women earns 0.65 * 0.718  = 46.67% of a European man earns in average,how,Objective,Objective,1
Uruguay,What does a citizen use to propose changes to the Constitution?,Referendum,what,Objective,Descriptive,0
Uruguay,What religions are found in Uruguay?,"Roman Catholic, Protestant, Jewish, and nonprofessing.",what,Objective,Objective,1
Uruguay,What has Uruguay done to be competitive in agriculture?,"Labeling as ""Natural"" or ""Ecological""",what,Objective,Descriptive,0
Uruguay,What are the names of Uruguay's political parties?,Partido Colorado and Partido Blanco,what,Objective,Objective,1
Uruguay,What was founded by the Spanish in the early 18th century as a military stronghold?,Montevideo,what,Objective,Objective,1
Uruguay,What has many possible meanings?,(What?),what,Objective,Objective,1
Uruguay,How do india and latin america relate?,Uruguay exports architectural services to India and Latin America,how,Descriptive,Descriptive,1
Uruguay,What did Uruguay win in 1828?,Its independence,what,Objective,Objective,1
Uruguay,"Is it a constitutional democracy , where the president fulfills the roles of both head of state and head of government?",Yes,where,Objective,Objective,1
Woodrow_Wilson,Where was the League of Nations created?,Paris,where,Objective,Objective,1
Woodrow_Wilson,When was Woodrow Wilson born?,"December 28, 1856",when,Objective,Objective,1
Woodrow_Wilson,Who was President when Wilson finished Congressional Government?,Grover Cleveland,who,Objective,Objective,1
Woodrow_Wilson,What field did Woodrow Wilson leave law practice to study?,history and political science,what,Objective,Objective,1
Woodrow_Wilson,What caused Wilson to ask Congress to declare war on the Central Powers?,German began unrestricted submarine warfare,what,Objective,Descriptive,0
Woodrow_Wilson,What was more damaging than moving students into colleges?,His confrontation with Andrew Fleming West,what,Objective,Objective,1
Woodrow_Wilson,Where is Wilson buried?,He was buried in Washington National Cathedral,where,Objective,Objective,1
Woodrow_Wilson,Where did Wilson attend law school?,Wilson attended law school at University of Virginia,where,Objective,Objective,1
Woodrow_Wilson,Where was Woodrow Wilson born?,"Woodrow Wilson was born in Staunton, Virginia",where,Objective,Objective,1
Woodrow_Wilson,What was Scots-Irish and Scottish?,His ancestry,what,Objective,Objective,1
Woodrow_Wilson,"What defended slavery, owned slaves and S08_set up a Sunday school for them?",His father,what,Objective,Objective,1
Woodrow_Wilson,Who did Wilson win in 1917?,Irish Americans,who,Objective,Objective,1
Woodrow_Wilson,What lived in Columbia?,Wilson,what,Objective,Objective,1
Woodrow_Wilson,What happened in 1917?,"raised billions through Liberty loans, imposed an income tax, S08_set up the War Industries Board, promoted labor union growth, supervised agriculture and food production through the Lever Act, took over control of the railroads, and suppressed anti-war movements",what,Objective,Descriptive,0